hint_countries,segment_raw,frequency,top1_ror_id,top1_display,top1_score,top2_ror_id,top2_display,top2_score,top3_ror_id,top3_display,top3_score
TZ,"Kilimanjaro Christian Medical University College, Kilimanjaro, Tanzania",11,https://ror.org/04knhza04,Kilimanjaro Christian Medical Centre,91.2,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/040qff210,Jordan University College,84.0
GH,"Department of Planning, Faculty of Planning and Land Management, SD Dombo University of Business and Integrated Development Studies, Wa, Ghana",11,https://ror.org/01rx64j22,Simon Diedong Dombo University of Business and Integrated Development Studies,88.3,https://ror.org/01r22mr83,University of Ghana,78.9,https://ror.org/00br9cf93,University of Mines and Technology,76.5
MA,"IWRI, Mohammed VI Polytechnic University, Hay My Rachid, Ben Guerir, 43150, Morocco",11,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,82.5,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
CM,"University of Yaounde II, Soa, Cameroon",11,https://ror.org/051sa4h84,University of Maroua,89.5,https://ror.org/041kdhz15,University of Buea,88.2,https://ror.org/03gq1d339,University of Ngaoundéré,86.4
DZ,"Département Etudes Thermodynamiques, Division Laboratoires, Sonatrach, Avenue 1er Novembre, Boumerdes, 35000, Algeria",11,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/05hen7093,Sonatrach (Algeria),70.6,https://ror.org/04vpx0k46,Anvredet,62.5
MA,"Aquatic System Laboratory: Marine and Continental Environment, Faculty of Sciences Agadir, Department of Biology, Ibn Zohr University, Agadir, Morocco",11,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/025rbpt60,Eurofilet (Morocco),69.2
MA,"Laboratory of Chemistry/Biology Applied to the Environment, Faculty of Sciences, Moulay Ismaïl University, BP 11201-Zitoune, Meknes, 50070, Morocco",11,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/01ejxf797,Mohamed I University,70.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
RW,"Rwanda Food and Drugs Authority, Kigali, Rwanda",11,https://ror.org/00286hs46,University of Rwanda,63.2,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),62.9,https://ror.org/04y98b529,Pax Press (Rwanda),61.5
ET,"Bioversity International, Addis Ababa, Ethiopia",11,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/02e6z0y17,Ambo University,72.0
ZA,"Wolwekraal Conservation and Research Organisation, Prince Albert, South Africa",11,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/0505c3j52,Sabinet (South Africa),87.2,https://ror.org/04946aj33,De Beers (South Africa),85.7
KE,"Living Goods, Nairobi, Kenya",11,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,64.5,https://ror.org/02y9nww90,University of Nairobi,63.4
MA,"Faculty of Medicine and Pharmacy, Hassan II University, Casablanca, Morocco",11,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/01ejxf797,Mohamed I University,75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0
EG,"Mycology and Plant Disease Survey Department, Plant Pathology Research Institute, ARC, Giza, 12511, Egypt",11,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/04se07z51,Misc (Egypt),75.0,https://ror.org/044panr52,Egyptian Petroleum Research Institute,73.0
UG,"Uganda Initiative for Integrated Management of Non-Communicable Diseases, Kampala, Uganda",11,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
ET,"Department of Public Health, College of Medicine and Health Science, Werabe University, Werabe, Ethiopia",11,https://ror.org/02e6z0y17,Ambo University,86.7,https://ror.org/048yjd441,Raya University,86.7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3
ET,"Environment and Climate Research Center, Policy Studies Institute, Addis Ababa, Ethiopia",11,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/01jt0e422,Ethiopian Policy Studies Institute,79.4
ZA,"Desmond Tutu Health Foundation, Cape Town, South Africa",11,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
KE,"Shamiri Institute, Nairobi, Kenya",11,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05xf6v732,Zihi Institute,85.7,https://ror.org/04ke81j60,Katiba Institute,75.0
MA,"Laboratory of Process Engineering and Environment, Faculty of Science and Technology Mohammedia, University Hassan II of Casablanca, Mohammedia, 28806, Morocco",11,https://ror.org/001q4kn48,University of Hassan II Casablanca,91.2,https://ror.org/00r8w8f84,Mohammed V University,90.5,https://ror.org/01ejxf797,Mohamed I University,90.0
EG,"Department of Pharmaceutical Medicinal Chemistry, Faculty of Pharmacy, Horus University-Egypt, New Damietta, 34518, Egypt",11,https://ror.org/02nzd5081,Arish University,81.2,https://ror.org/035hzws46,Luxor University,81.2,https://ror.org/04zpt4h82,IBM (Egypt),80.0
SD,"Sudan Atomic Energy Commission (SAEC) – Chemistry and Nuclear Physics Institute, Khartoum, Sudan",11,https://ror.org/02jbayz55,University of Khartoum,59.1,https://ror.org/022ccnc24,Sudanese Medical Research Association (SMRA),58.7,https://ror.org/058v0t886,Sudan Academy of Sciences,58.5
RW,"Clinton Health Access Initiative, Kigali, Rwanda",11,https://ror.org/05prysf28,Ministry of Health,68.8,https://ror.org/01x80wa12,OAZIS Health,66.7,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),62.9
MA,"Laboratory of Aquatic Systems: Marine and Continental Environments, Faculty of Sciences, Ibn Zohr University, Agadir, Morocco",11,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/025rbpt60,Eurofilet (Morocco),69.2
ET,"Amanuel Mental Specialized Hospital, Addis Ababa, Ethiopia",11,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
UG,"Department of Research, Nikao Medical Center, Kampala, Uganda",11,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
MA,"Urinary Tract Diseases Department, Faculty of Medicine and Pharmacy of Casablanca, University Hassan II of Casablanca, Casablanca, Morocco",11,https://ror.org/001q4kn48,University of Hassan II Casablanca,91.2,https://ror.org/03cdvht47,Université Hassan 1er,81.0,https://ror.org/022dg8423,Danone (Morocco),78.3
UG,"Uganda Refugee and Disaster Management Council, Yumbe, Uganda",11,https://ror.org/023pdrd93,ZOA (Uganda),82.4,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
SL,"Statistics Sierra Leone, Freetown, Sierra Leone",11,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/05s21y527,Sierra Leone Urban Research Centre,67.6,https://ror.org/01xn54007,World Health Organization - Sierra Leone,61.5
UG,"Uganda Tuberculosis Implementation Research Consortium, Kampala, Uganda",11,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
UG,"Kawempe National Referral Hospital, Kampala, Uganda",11,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03f6y6166,Lira Hospital,84.6,https://ror.org/00f041n88,Mbarara National Referral Hospital,82.4
ZA,"Non-Communicable Diseases Research Unit, Medical Research Council South Africa, Cape Town, South Africa",11,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
ET,"Eye Unit, MyungSung Medical College, Addis Ababa, Ethiopia",11,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
LS,"SolidarMed, Partnerships for Health, Maseru, Lesotho",11,https://ror.org/04yadxf37,Ministry of Health,61.1,https://ror.org/04j4j0a75,National University of Lesotho,53.1,https://ror.org/000cqmf02,Department of Agricultural Research,45.7
NG,"Department of Community Medicine, Alex Ekwueme Federal University Teaching Hospital, Abakaliki, Nigeria",11,https://ror.org/042vvex07,Jos University Teaching Hospital,90.6,https://ror.org/00gkd5869,Lagos University Teaching Hospital,88.2,https://ror.org/00qs33y73,Bowen University Teaching Hospital,88.2
TZ,"RTI International, Dar es Salaam, Tanzania",11,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),75.9,https://ror.org/0479aed98,University of Dar es Salaam,70.4
ZM,"Akros, Lusaka, Zambia",11,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00xdt7j93,United Nations Children's Fund Zambia,62.5,https://ror.org/0321gjx92,The Salvation Army Zambia,61.1
TZ,"Jakaya Kikwete Cardiac Institute, Dar es Salaam, Tanzania",11,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),75.9,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,68.3
LR,"Last Mile Health, Monrovia, Liberia",11,https://ror.org/0440cy367,University of Liberia,62.9,https://ror.org/03n3dbn70,National Public Health Institute of Liberia,62.5,https://ror.org/01a81w125,Planned Parenthood Association of Liberia,58.2
SL,"ICAP at Columbia University, Freetown, Sierra Leone",11,https://ror.org/02zy6dj62,Njala University,75.0,https://ror.org/045rztm55,University of Sierra Leone,73.1,https://ror.org/001yeme89,Eastern Technical University of Sierra Leone,72.7
NG,"Community Prevention and Care Services, National AIDS Control Committee, Abuja, Nigeria",10,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/05kmtkm08,Community Life Project,74.3
KE,"Center for International Forestry Research (CIFOR), Nairobi, Kenya",10,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05hz2w230,Kenya Forestry Research Institute,72.7,https://ror.org/025ejqq45,BirdLife International,72.7
TZ,"Lion Landscapes, Iringa, Tanzania",10,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),71.4,https://ror.org/02p4mb484,Plan International Tanzania,69.8
SL,"Tacugama Chimpanzee Sanctuary, Freetown, Sierra Leone",10,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,60.4,https://ror.org/05qst0247,Freetown Polytechnic,60.0
SL,"Department of Surgery, Connaught Hospital, Freetown, Sierra Leone",10,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,67.6,https://ror.org/01xn54007,World Health Organization - Sierra Leone,62.5
EG,"Hikma Pharmaceutical Company, Beni-Suef, 62511, Egypt",10,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/04se07z51,Misc (Egypt),75.0,https://ror.org/01cch8797,Mobica (Egypt),66.7
RW,"Rwanda Agriculture and Animal Resources Development Board (RAB), Kigali, Rwanda",10,https://ror.org/03nkkb025,Rwanda Agriculture Board,91.3,https://ror.org/0247phc34,Rwanda Development Board,79.2,https://ror.org/018tcc014,Rwanda Cultural Heritage Academy,63.0
SC,"Seychelles Islands Foundation, Victoria, Mahé, Seychelles",10,https://ror.org/04p9htb70,Seychelles Fishing Authority,65.5,https://ror.org/0461r7q95,University of Seychelles,65.1,https://ror.org/028xvc953,Island Conservation Society,63.0
GA,"Institut de Recherche en Écologie Tropicale, Libreville, Gabon",10,https://ror.org/03w418j08,Libreville Hospital,68.6,https://ror.org/00rg88503,Centre de Recherche Médicales de Lambaréné,59.5,https://ror.org/01wyqb997,Centre International de Recherches Médicales de Franceville,58.4
NG,"A.P. Leventis Ornithological Research Institute, Jos, Nigeria",10,https://ror.org/00xsc8q85,Cocoa Research Institute of Nigeria,89.9,https://ror.org/00zagyr65,Forestry Research Institute of Nigeria,84.1,https://ror.org/00z6maj72,Polymer Institute of Nigeria,80.0
KE,"African Wildlife Foundation, Nairobi, Kenya",10,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/00n3whp50,African Digital Heritage Foundation,74.2,https://ror.org/04c466w42,Mpala Research Center and Wildlife Foundation,69.7
MA,"Higher School of Textile and Clothing Industries, Laboratory REMTEX, Casablanca, Morocco",10,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/04dkqr510,Assystem (Morocco),72.0
EG,"High Institute for Engineering and Technology, Sohag, Egypt",10,https://ror.org/02pyw9g57,Higher Institute of Engineering,91.8,https://ror.org/03kn6cb12,October High Institute For Enginnering and Technology,89.8,https://ror.org/0561ahg72,Higher Institute of Engineering and Technology - King Marriott,84.9
KE,"South Rift Association of Landowners, Nairobi, Kenya",10,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,66.7,https://ror.org/0207t6t84,Christian Health Association of Kenya,64.6
SN,"PATH, Dakar, Senegal",10,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/05j79r106,Sonatel (Senegal),72.0,https://ror.org/01st86b26,Energy Services in Sahelian Environment (Senegal),66.7
UG,"Mulago Specialised Women and Neonatal Hospital, Kampala, Uganda",10,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/04p73je79,Angal Hospital,85.7,https://ror.org/02rhp5f96,Mulago Hospital,82.8
ZW,"Zimbabwe Ministry of Health and Child Care, Harare, Zimbabwe",10,https://ror.org/044ed7z69,Ministry of Health and Child Welfare,88.9,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/028jh0y34,Zimbabwe AIDS Network,70.3
MZ,"Clinton Health Access Initiative, Maputo, Mozambique",10,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/059f2k568,Ministry of Health,68.8,https://ror.org/010va4625,Catholic University of Mozambique,64.3
ZA,"Desmond Tutu HIV Centre, Cape Town, South Africa",10,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
KE,"Department of Mental Health, Moi Teaching and Referral Hospital, Eldoret, Kenya",10,https://ror.org/042ywnb68,Penda Health,83.3,https://ror.org/02jhq7089,Mathari National Teaching and Referral Hospital,78.7,https://ror.org/042e5sj03,mHealth (Kenya),76.2
UG,"Reach the Youth Uganda, Kampala, Uganda",10,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
CM,"Dschang School of Economics and Management, University of Dschang, Dschang, Cameroon",10,https://ror.org/04cdn6p56,ICT University,85.7,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/0566t4z20,Université de Dschang,85.7
AO,"Faculdade de Medicina, Universidade Agostinho Neto, Luanda, Angola",10,https://ror.org/03hk3vn23,Universidade de Belas,71.4,https://ror.org/059bevx75,Sonangol,71.4,https://ror.org/01hxyb880,Universidade de Luanda,68.2
CM,"Department of Virology, Centre Pasteur of Cameroon, Yaoundé, Cameroon",10,https://ror.org/0259hk390,Centre Pasteur du Cameroun,88.5,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02g4e1v18,Metabiota (Cameroon),66.7
SD,"Faculty of Medicine, Ibn Sina University, Khartoum, Sudan",10,https://ror.org/008r9vm50,Sinnar University,88.2,https://ror.org/02jbayz55,University of Khartoum,86.4,https://ror.org/009daqn45,Nile University,80.0
CM,"Climate Change Research Laboratory (CCRL), National Institute of Cartography, Yaounde, Cameroon",10,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02g4e1v18,Metabiota (Cameroon),71.4,https://ror.org/03kss9p24,International Institute of Tropical Agriculture,63.8
KE,"Organization of African Academic Doctors (OAAD), Nairobi, Kenya",10,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,66.7,https://ror.org/05px9k635,African Academy of Sciences,66.7
BW,"Botswana University of Pennsylvania Partnership, Gaborone, Botswana",10,https://ror.org/01qxx5k95,Botswana Open University,88.4,https://ror.org/04ramkt35,Ba Isago University,73.7,https://ror.org/00nfn7821,Botho University,68.8
ZM,"Plot 1244 Ibex Hill, Lusaka, Zambia",10,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/0321gjx92,The Salvation Army Zambia,56.4,https://ror.org/03gh19d69,University of Zambia,56.2
GH,"Department of Internal Medicine, Cape Coast Teaching Hospital, Cape Coast, Ghana",10,https://ror.org/00f9jfw45,Tamale Teaching Hospital,79.2,https://ror.org/01vzp6a32,Korle Bu Teaching Hospital,76.9,https://ror.org/00kytsw15,West End Hospital,70.6
MW,"Department of Paediatrics, College of Medicine, Blantyre, Malawi",10,https://ror.org/04n3nh595,Department of Forestry,77.8,https://ror.org/03k6h6357,Museum of Malawi,66.7,https://ror.org/04t6b4f95,Nalikule College of Education,65.5
MA,"Africa Institute for Research in Economics and Social Sciences (AIRESS), Mohammed VI Polytechnic University, Rabat, Morocco",10,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,77.8,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0
CM,"Faculté de Médecine et des Sciences Pharmaceutiques, Université de Douala, Douala, Cameroon",10,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02zr5jr81,University of Douala,85.0,https://ror.org/03ybxbt61,Université de Garoua,85.0
KE,"Independent Researcher, Nairobi, Kenya",10,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05pwhmm02,National Research Fund Kenya,69.1,https://ror.org/003ad2905,Farm Africa Kenya,68.8
TN,"Department of Epidemiology, Salah Azaiz Institute, Tunis, Tunisia",10,https://ror.org/02a6s9190,ENSIT,80.0,https://ror.org/05ya3va27,Sarost (Tunisia),78.3,https://ror.org/02tnr6p29,Roche (Tunisia),76.2
MA,"Laboratory of Applied Chemistry and Environment, Faculty of Sciences, Mohammed First University, Oujda, 60000, Morocco",10,https://ror.org/01ejxf797,Mohamed I University,80.0,https://ror.org/00r8w8f84,Mohammed V University,76.2,https://ror.org/022dg8423,Danone (Morocco),72.7
DZ,"Center for Scientific and Technical Research on Arid Regions, Biophysical Environment Station, Touggourt, 30240, Algeria",10,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/04jpfrv51,Directorate General for Scientific Research and Technological Development,65.5,https://ror.org/05hen7093,Sonatrach (Algeria),64.0
